mgra_13,cocpa_13,jurisdiction_2015,jurisdiction_2016,cicpa_13
15036,NULL,12,12,NULL
15700,1953,19,19,NULL
18617,NULL,7,7,NULL
20609,1914,19,19,NULL
2278,NULL,14,14,1428
10768,1907,19,19,NULL
17051,NULL,12,12,NULL
758,NULL,14,14,1456
1422,1921,19,19,NULL
12165,NULL,13,13,NULL
17738,NULL,18,18,NULL
18571,NULL,15,15,NULL
21488,1904,19,19,NULL
240,NULL,14,14,1442
2232,NULL,14,14,1428
5859,NULL,14,14,1419
7851,NULL,11,11,NULL
16556,1912,19,19,NULL
17097,NULL,12,12,NULL
17220,NULL,18,18,NULL
19089,NULL,15,15,NULL
3460,NULL,14,14,1430
3798,NULL,14,14,1427
6377,NULL,14,14,1447
2819,NULL,14,14,1404
5149,NULL,14,14,1415
5813,NULL,14,14,1412
13639,NULL,6,6,NULL
14180,NULL,1,1,NULL
14518,NULL,12,12,NULL
16510,1920,19,19,NULL
17174,1909,18,18,NULL
5690,NULL,14,14,1450
1760,NULL,14,14,1444
3675,NULL,14,14,1418
3752,NULL,14,14,1427
4339,NULL,14,14,1410
15159,NULL,12,12,NULL
15577,1953,19,19,NULL
4857,NULL,14,14,1415
13685,NULL,6,6,NULL
14226,NULL,1,1,NULL
16218,1912,19,19,NULL
1299,NULL,14,14,1468
4216,NULL,14,14,1441
6623,NULL,14,14,1420
10204,1901,19,19,NULL
12706,1915,19,19,NULL
18030,1909,15,15,NULL
18279,NULL,15,15,NULL
20532,1914,19,19,NULL
21611,1904,19,19,NULL
4903,NULL,14,14,1415
16264,1912,19,19,NULL
22547,NULL,14,14,1430
3280,NULL,14,14,1430
4001,NULL,14,14,1410
6669,NULL,14,14,1420
6918,NULL,2,2,NULL
10250,1903,19,19,NULL
12660,NULL,6,6,NULL
363,NULL,14,14,1428
1986,NULL,14,14,1469
8392,NULL,2,2,NULL
11724,1915,19,19,NULL
13347,1915,19,19,NULL
466,NULL,14,14,1428
9709,NULL,9,9,NULL
11873,NULL,14,14,1431
8143,NULL,2,2,NULL
8684,NULL,2,2,NULL
9022,1921,19,19,NULL
10307,NULL,5,5,NULL
10645,NULL,5,5,NULL
11186,1907,19,19,NULL
22006,1908,19,19,NULL
11827,1915,19,19,NULL
18076,NULL,1,1,NULL
18909,NULL,7,7,NULL
21073,1902,19,19,NULL
21565,1904,19,19,NULL
9663,NULL,9,9,NULL
8189,NULL,2,2,NULL
10353,NULL,5,5,NULL
19550,NULL,7,7,NULL
20091,NULL,13,13,NULL
21714,1904,19,19,NULL
8730,NULL,2,2,NULL
3878,NULL,14,14,1427
6795,NULL,14,14,1486
12368,NULL,13,13,NULL
12534,NULL,13,13,NULL
15451,1953,19,19,NULL
16115,1912,19,19,NULL
19032,NULL,7,7,NULL
20194,1914,19,19,NULL
21024,1951,19,19,NULL
2739,NULL,14,14,1404
5444,NULL,14,14,1406
7436,NULL,3,3,NULL
14100,NULL,1,1,NULL
20383,1914,19,19,NULL
1173,NULL,14,14,1457
4090,NULL,14,14,1410
4754,NULL,14,14,1441
8833,1921,19,19,NULL
10496,NULL,5,5,NULL
11750,1915,19,19,NULL
15239,NULL,12,12,NULL
18156,NULL,1,1,NULL
1863,NULL,14,14,1469
5564,NULL,14,14,1406
6105,NULL,14,14,1419
6228,NULL,14,14,1435
13224,NULL,17,17,NULL
13765,NULL,6,6,NULL
17466,NULL,18,18,NULL
22421,1903,19,19,NULL
4213,NULL,14,14,1441
5962,NULL,14,14,1406
7977,NULL,2,2,NULL
14641,NULL,12,12,NULL
16141,1920,19,19,NULL
16633,1920,19,19,NULL
16682,1920,19,19,NULL
16805,NULL,18,18,NULL
2175,NULL,14,14,1469
17323,NULL,18,18,NULL
12062,NULL,14,14,1405
15849,1953,19,19,NULL
1714,NULL,14,14,1444
4631,NULL,14,14,1440
10619,NULL,5,5,NULL
12291,NULL,14,14,1434
13536,NULL,6,6,NULL
14698,NULL,12,12,NULL
17615,NULL,1,1,NULL
17864,1909,19,19,NULL
20947,1922,19,19,NULL
21196,1922,19,19,NULL
1571,NULL,14,14,1444
5272,NULL,14,14,1406
8604,1918,19,19,NULL
12932,1915,19,19,NULL
3337,NULL,14,14,1430
3586,NULL,14,14,1423
6254,NULL,14,14,1435
12242,NULL,14,14,1409
13075,NULL,4,4,NULL
15992,1912,19,19,NULL
19324,NULL,7,7,NULL
2404,NULL,14,14,1469
7728,NULL,11,11,NULL
8269,NULL,2,2,NULL
11060,1907,19,19,NULL
11601,1914,19,19,NULL
16925,1952,19,19,NULL
19630,NULL,7,7,NULL
21253,1922,19,19,NULL
22962,NULL,1,1,NULL
881,NULL,14,14,1456
3045,NULL,14,14,1414
7130,NULL,2,2,NULL
9294,NULL,10,10,NULL
11458,NULL,14,14,1431
9145,1921,19,19,NULL
11309,1907,19,19,NULL
13473,NULL,6,6,NULL
19965,1909,19,19,NULL
20506,1914,19,19,NULL
22129,1902,19,19,NULL
22670,NULL,14,14,1465
7671,NULL,11,11,NULL
9835,NULL,9,9,NULL
18491,NULL,15,15,NULL
20655,1902,19,19,NULL
22819,NULL,11,11,NULL
8040,NULL,2,2,NULL
10957,NULL,16,16,NULL
11953,NULL,14,14,1429
14870,NULL,12,12,NULL
15866,1953,19,19,NULL
16862,NULL,18,18,NULL
18783,NULL,7,7,NULL
3108,NULL,14,14,1442
9938,NULL,9,9,NULL
3509,NULL,14,14,1430
4505,NULL,14,14,1448
5501,NULL,14,14,1406
10911,NULL,16,16,NULL
7900,NULL,2,2,NULL
8896,1919,19,19,NULL
9437,NULL,9,9,NULL
20798,1951,19,19,NULL
1634,1918,19,19,NULL
2968,NULL,14,14,1442
5547,NULL,14,14,1406
3649,NULL,14,14,1418
4983,NULL,14,14,1415
11475,NULL,14,14,1429
14469,NULL,12,12,NULL
15010,NULL,12,12,NULL
16344,1920,19,19,NULL
20303,1914,19,19,NULL
20844,1951,19,19,NULL
22836,NULL,11,11,NULL
1588,NULL,14,14,1444
6503,NULL,14,14,1420
10416,NULL,5,5,NULL
16908,1952,19,19,NULL
22318,1901,19,19,NULL
12995,NULL,15,15,NULL
1070,NULL,14,14,1438
7021,NULL,14,14,1426
7562,NULL,11,11,NULL
11521,NULL,13,13,NULL
12431,NULL,13,13,NULL
16390,1952,19,19,NULL
18382,NULL,15,15,NULL
18923,NULL,7,7,NULL
22882,NULL,11,11,NULL
2129,NULL,14,14,1469
5046,NULL,14,14,1415
6457,NULL,14,14,1420
8378,NULL,2,2,NULL
9374,NULL,10,10,NULL
14532,NULL,12,12,NULL
16453,1909,19,19,NULL
18860,NULL,7,7,NULL
20781,1951,19,19,NULL
21362,1904,19,19,NULL
22358,1911,19,19,NULL
114,NULL,14,14,1442
1110,NULL,14,14,1438
4442,NULL,14,14,1421
10001,1919,19,19,NULL
10997,NULL,16,16,NULL
14329,NULL,1,1,NULL
16407,1920,19,19,NULL
19739,NULL,7,7,NULL
20735,1902,19,19,NULL
7359,NULL,3,3,NULL
14392,NULL,12,12,NULL
14933,NULL,12,12,NULL
18720,NULL,7,7,NULL
19261,NULL,7,7,NULL
2630,NULL,14,14,1404
1651,NULL,2,2,NULL
5979,NULL,14,14,1406
6520,NULL,14,14,1420
10848,NULL,16,16,NULL
12471,NULL,13,13,NULL
13012,1915,19,19,NULL
1007,NULL,14,14,1456
3171,NULL,14,14,1430
7499,NULL,3,3,NULL
13991,NULL,6,6,NULL
15912,1955,19,19,NULL
19401,NULL,7,7,NULL
20240,1914,19,19,NULL
22404,1906,19,19,NULL
1156,NULL,14,14,1457
1697,1918,19,19,NULL
6025,NULL,14,14,1406
6566,NULL,14,14,1420
10894,NULL,16,16,NULL
12517,NULL,13,13,NULL
13058,1915,19,19,NULL
17386,NULL,18,18,NULL
17927,1909,19,19,NULL
22255,1901,19,19,NULL
7625,NULL,11,11,NULL
8621,NULL,2,2,NULL
10542,NULL,5,5,NULL
14289,NULL,1,1,NULL
15285,NULL,12,12,NULL
16281,1955,19,19,NULL
19198,NULL,15,15,NULL
22945,NULL,1,1,NULL
5610,NULL,14,14,1450
6606,NULL,14,14,1420
21213,1922,19,19,NULL
7837,NULL,11,11,NULL
16493,1909,19,19,NULL
21903,1908,19,19,NULL
1219,NULL,14,14,1438
3383,NULL,14,14,1430
5132,NULL,14,14,1415
655,NULL,14,14,1459
7147,NULL,14,14,1425
9311,NULL,14,14,1444
9852,NULL,9,9,NULL
12016,NULL,14,14,1429
15803,1953,19,19,NULL
17967,NULL,18,18,NULL
18508,NULL,15,15,NULL
18680,1920,19,19,NULL
20672,1902,19,19,NULL
22467,1906,19,19,NULL
3924,NULL,14,14,1427
5916,NULL,14,14,1406
6088,NULL,14,14,1450
8080,NULL,2,2,NULL
12580,NULL,14,14,1403
14744,NULL,12,12,NULL
529,NULL,14,14,1459
2693,NULL,14,14,1404
3234,NULL,14,14,1430
5398,NULL,14,14,1406
9185,1921,19,19,NULL
11890,NULL,14,14,1431
14054,NULL,6,6,NULL
14595,NULL,12,12,NULL
16759,1952,18,18,NULL
20546,1914,19,19,NULL
5461,NULL,14,14,1406
8793,1921,19,19,NULL
9789,NULL,9,9,NULL
13121,NULL,4,4,NULL
14117,NULL,1,1,NULL
17449,NULL,18,18,NULL
18445,NULL,15,15,NULL
21777,1904,19,19,NULL
22773,NULL,11,11,NULL
741,NULL,14,14,1456
3446,NULL,14,14,1423
7774,NULL,11,11,NULL
12102,NULL,13,13,NULL
21989,1908,19,19,NULL
51,NULL,14,14,1442
2215,NULL,14,14,1469
1823,1921,19,19,NULL
3987,NULL,14,14,1410
6151,NULL,14,14,1435
8315,NULL,2,2,NULL
10479,NULL,5,5,NULL
12643,NULL,6,6,NULL
19676,NULL,7,7,NULL
21299,1922,19,19,NULL
21840,1908,19,19,NULL
13184,NULL,17,17,NULL
14807,NULL,12,12,NULL
15348,1953,19,19,NULL
16971,1909,19,19,NULL
17512,NULL,18,18,NULL
19135,NULL,7,7,NULL
592,NULL,14,14,1458
2756,NULL,14,14,1401
4920,NULL,14,14,1415
7084,NULL,14,14,1433
9248,NULL,10,10,NULL
11412,NULL,13,13,NULL
13576,NULL,6,6,NULL
16822,NULL,18,18,NULL
18986,NULL,7,7,NULL
21150,1922,19,19,NULL
2066,NULL,14,14,1469
3689,NULL,14,14,1418
4230,NULL,14,14,1410
1525,NULL,14,14,1444
380,NULL,14,14,1428
7542,NULL,11,11,NULL
10459,NULL,5,5,NULL
20277,1914,19,19,NULL
1946,NULL,14,14,1469
3274,NULL,14,14,1430
8893,1919,19,19,NULL
11764,NULL,14,14,1464
16055,1912,19,19,NULL
18926,NULL,7,7,NULL
426,NULL,14,14,1428
595,NULL,14,14,1419
1754,NULL,14,14,1444
17406,NULL,18,18,NULL
17575,NULL,18,18,NULL
1900,NULL,14,14,1456
6191,NULL,14,14,1419
11810,1915,19,19,NULL
13138,NULL,17,17,NULL
18757,1909,19,19,NULL
21843,1908,19,19,NULL
549,NULL,14,14,1459
10290,NULL,5,5,NULL
11618,NULL,14,14,1434
17452,NULL,18,18,NULL
20446,1914,19,19,NULL
18803,NULL,7,7,NULL
20131,1914,19,19,NULL
21674,1904,19,19,NULL
21797,1904,19,19,NULL
23002,NULL,1,1,NULL
7588,NULL,11,11,NULL
10413,NULL,5,5,NULL
19072,NULL,7,7,NULL
20154,1914,19,19,NULL
20323,1914,19,19,NULL
20400,1914,19,19,NULL
21482,1951,19,19,NULL
8939,1919,19,19,NULL
9062,1921,19,19,NULL
21628,1904,19,19,NULL
718,NULL,14,14,1458
4548,NULL,14,14,1448
13453,NULL,6,6,NULL
17283,NULL,18,18,NULL
18611,NULL,15,15,NULL
21528,1904,19,19,NULL
280,NULL,14,14,1442
4940,NULL,14,14,1415
13061,NULL,4,4,NULL
17721,NULL,1,1,NULL
19049,NULL,7,7,NULL
20592,1914,19,19,NULL
21920,1908,19,19,NULL
672,NULL,14,14,1456
18657,1909,19,19,NULL
2982,NULL,14,14,1414
4986,NULL,14,14,1415
6068,NULL,14,14,1412
11933,1915,19,19,NULL
13015,1915,19,19,NULL
17675,NULL,18,18,NULL
21966,1908,19,19,NULL
1800,NULL,14,14,1444
3466,NULL,14,14,1430
14535,NULL,12,12,NULL
16201,1953,19,19,NULL
17529,NULL,18,18,NULL
22112,1901,19,19,NULL
864,NULL,14,14,1456
2192,NULL,14,14,1408
3028,NULL,14,14,1414
4356,NULL,14,14,1410
6022,NULL,14,14,1406
11979,NULL,14,14,1429
14973,NULL,12,12,NULL
17137,NULL,12,12,NULL
3420,NULL,14,14,1423
4502,NULL,14,14,1421
16155,1920,19,19,NULL
17237,NULL,18,18,NULL
13599,NULL,6,6,NULL
14681,NULL,12,12,NULL
14927,NULL,12,12,NULL
15763,1953,19,19,NULL
16009,1912,19,19,NULL
17091,NULL,12,12,NULL
2882,NULL,14,14,1442
8455,NULL,2,2,NULL
11372,NULL,13,13,NULL
15617,1953,19,19,NULL
16447,1909,19,19,NULL
18534,1909,19,19,NULL
3735,NULL,14,14,1427
4233,NULL,14,14,1410
19885,1909,19,19,NULL
22756,NULL,11,11,NULL
1508,NULL,14,14,1444
6583,NULL,14,14,1420
9500,NULL,9,9,NULL
9829,NULL,9,9,NULL
12746,1915,19,19,NULL
22066,1908,19,19,NULL
22235,1901,19,19,NULL
818,NULL,14,14,1456
3904,NULL,14,14,1427
5109,NULL,14,14,1415
7150,NULL,14,14,1425
14220,NULL,1,1,NULL
20761,1951,19,19,NULL
20884,1951,19,19,NULL
6460,NULL,14,14,1420
8126,NULL,2,2,NULL
19195,NULL,15,15,NULL
21359,1904,19,19,NULL
8624,NULL,2,2,NULL
10682,1903,19,19,NULL
12846,NULL,6,6,NULL
16639,1920,19,19,NULL
17844,NULL,19,19,NULL
19510,NULL,7,7,NULL
20008,1909,19,19,NULL
9331,NULL,10,10,NULL
11495,NULL,14,14,1431
12577,NULL,14,14,1403
19318,NULL,7,7,NULL
22564,NULL,14,14,1430
111,NULL,14,14,1442
1193,NULL,14,14,1457
6775,NULL,14,14,1430
7857,NULL,11,11,NULL
9898,1919,19,19,NULL
10021,NULL,5,5,NULL
2461,NULL,14,14,1404
6291,NULL,14,14,1447
9208,1921,19,19,NULL
16370,1920,19,19,NULL
2069,NULL,14,14,1469
5899,NULL,14,14,1406
9600,NULL,9,9,NULL
13928,NULL,6,6,NULL
16762,NULL,18,18,NULL
21090,1922,19,19,NULL
1677,1918,19,19,NULL
2759,NULL,14,14,1401
7665,NULL,11,11,NULL
8747,NULL,2,2,NULL
10582,NULL,5,5,NULL
11664,NULL,14,14,1434
4027,NULL,14,14,1410
7273,NULL,8,8,NULL
8355,NULL,2,2,NULL
10974,NULL,16,16,NULL
12056,NULL,14,14,1403
15302,1954,19,19,NULL
19679,NULL,7,7,NULL
22925,NULL,1,1,NULL
5209,NULL,14,14,1441
7373,NULL,3,3,NULL
9537,NULL,9,9,NULL
987,NULL,14,14,1456
2653,NULL,14,14,1404
3151,NULL,14,14,1430
4817,NULL,14,14,1415
5315,NULL,14,14,1406
6981,NULL,14,14,1426
5507,NULL,14,14,1406
11166,1907,19,19,NULL
12248,NULL,14,14,1434
13330,NULL,17,17,NULL
14412,NULL,12,12,NULL
15494,1952,19,19,NULL
12640,NULL,6,6,NULL
13722,NULL,6,6,NULL
14804,NULL,12,12,NULL
15886,1953,19,19,NULL
16968,1909,19,19,NULL
18050,NULL,1,1,NULL
4127,NULL,14,14,1410
8372,NULL,2,2,NULL
11289,1907,19,19,NULL
16530,1920,19,19,NULL
19447,NULL,7,7,NULL
20775,1951,19,19,NULL
2444,NULL,14,14,1402
8063,NULL,2,2,NULL
9391,NULL,10,10,NULL
15225,1953,19,19,NULL
15557,1953,19,19,NULL
18428,NULL,15,15,NULL
19756,NULL,7,7,NULL
4173,NULL,14,14,1441
8418,NULL,2,2,NULL
9583,NULL,9,9,NULL
13828,NULL,6,6,NULL
5146,NULL,14,14,1415
8564,NULL,2,2,NULL
9892,NULL,9,9,NULL
15511,1952,19,19,NULL
970,NULL,14,14,1456
13782,NULL,6,6,NULL
17031,1909,19,19,NULL
18282,NULL,15,15,NULL
19616,NULL,7,7,NULL
5647,NULL,14,14,1450
12139,NULL,13,13,NULL
15680,1953,19,19,NULL
20967,1951,19,19,NULL
22172,1901,19,19,NULL
924,NULL,14,14,1457
9752,NULL,9,9,NULL
10834,NULL,16,16,NULL
18236,NULL,15,15,NULL
2275,NULL,14,14,1428
5816,NULL,14,14,1412
6898,NULL,14,14,1433
12308,NULL,14,14,1434
801,NULL,14,14,1456
12955,1915,19,19,NULL
14283,NULL,1,1,NULL
17200,NULL,12,12,NULL
17781,NULL,12,12,NULL
18113,NULL,1,1,NULL
21030,1951,19,19,NULL
22441,1919,19,19,NULL
4110,NULL,14,14,1427
13891,NULL,6,6,NULL
21422,1904,19,19,NULL
22049,1908,19,19,NULL
18219,1909,19,19,NULL
755,NULL,14,14,1456
2590,NULL,14,14,1404
3672,NULL,14,14,1418
3918,NULL,14,14,1427
5000,NULL,14,14,1415
19902,1909,19,19,NULL
20984,1951,19,19,NULL
609,NULL,14,14,1458
4064,NULL,14,14,1410
16593,1920,19,19,NULL
20921,1922,19,19,NULL
22003,1908,19,19,NULL
10207,1901,19,19,NULL
12371,NULL,13,13,NULL
14037,NULL,6,6,NULL
15365,1953,19,19,NULL
16699,1920,19,19,NULL
18365,NULL,15,15,NULL
19693,NULL,7,7,NULL
20529,1914,19,19,NULL
21857,1908,19,19,NULL
19948,NULL,7,7,NULL
5192,NULL,14,14,1441
12809,1915,19,19,NULL
14143,NULL,1,1,NULL
16307,1920,19,19,NULL
19301,NULL,7,7,NULL
22504,1906,19,19,NULL
174,NULL,14,14,1442
1256,NULL,14,14,1438
2338,NULL,14,14,1408
5584,NULL,14,14,1406
6666,NULL,14,14,1420
7748,NULL,11,11,NULL
12763,1915,19,19,NULL
13845,NULL,6,6,NULL
18173,NULL,18,18,NULL
2052,NULL,14,14,1469
12202,NULL,14,14,1405
12700,1915,19,19,NULL
15119,NULL,12,12,NULL
18866,NULL,7,7,NULL
19364,1909,19,19,NULL
4565,NULL,14,14,1429
5063,NULL,14,14,1415
6274,NULL,14,14,1482
13221,NULL,17,17,NULL
1837,NULL,14,14,1469
2836,NULL,14,14,1404
5255,NULL,14,14,1406
6082,NULL,14,14,1412
8501,NULL,2,2,NULL
7482,NULL,3,3,NULL
12892,NULL,6,6,NULL
14429,NULL,12,12,NULL
16138,1920,19,19,NULL
19839,1909,19,19,NULL
7290,NULL,8,8,NULL
9454,NULL,9,9,NULL
16118,1912,19,19,NULL
22610,NULL,14,14,1430
1362,NULL,14,14,1444
3526,NULL,14,14,1430
7811,NULL,11,11,NULL
9975,NULL,5,5,NULL
18674,1920,19,19,NULL
20838,1914,19,19,NULL
8670,NULL,2,2,NULL
11916,1915,19,19,NULL
4734,NULL,14,14,1441
7980,NULL,2,2,NULL
10144,1903,19,19,NULL
11226,1907,19,19,NULL
13390,NULL,6,6,NULL
6208,NULL,14,14,1435
10038,NULL,5,5,NULL
10536,NULL,5,5,NULL
14366,NULL,1,1,NULL
14864,NULL,12,12,NULL
18694,NULL,7,7,NULL
2899,NULL,14,14,1442
6729,NULL,14,14,1420
7227,NULL,14,14,1425
11057,1907,19,19,NULL
2009,NULL,14,14,1469
3091,NULL,14,14,1414
6337,NULL,14,14,1482
7419,NULL,3,3,NULL
10665,NULL,5,5,NULL
11747,1915,19,19,NULL
9646,NULL,9,9,NULL
10728,1907,19,19,NULL
13974,NULL,6,6,NULL
15056,NULL,18,18,NULL
6400,NULL,14,14,1447
8956,1919,19,19,NULL
11120,1907,19,19,NULL
13284,1915,19,19,NULL
15448,1953,19,19,NULL
17612,NULL,1,1,NULL
1817,1921,19,19,NULL
3981,NULL,14,14,1427
6145,NULL,14,14,1435
8309,NULL,2,2,NULL
10473,NULL,5,5,NULL
343,NULL,14,14,1428
1425,1921,19,19,NULL
2507,NULL,14,14,1404
3589,NULL,14,14,1423
4671,NULL,14,14,1441
5753,NULL,14,14,1412
6835,NULL,14,14,1425
7917,NULL,2,2,NULL
8999,1921,19,19,NULL
10081,NULL,5,5,NULL
21983,1908,19,19,NULL
3197,NULL,14,14,1430
4279,NULL,14,14,1410
5361,NULL,14,14,1406
6443,NULL,14,14,1420
20509,1914,19,19,NULL
21591,1904,19,19,NULL
22673,NULL,14,14,1465
7525,NULL,14,14,1486
48,NULL,14,14,1442
2965,NULL,14,14,1442
22862,NULL,11,11,NULL
19945,NULL,7,7,NULL
1614,NULL,14,14,1444
3606,NULL,14,14,1423
8561,NULL,2,2,NULL
9440,NULL,9,9,NULL
11432,NULL,14,14,1431
16387,1920,19,19,NULL
19258,NULL,7,7,NULL
94,NULL,14,14,1442
927,NULL,14,14,1457
12829,1915,19,19,NULL
17907,NULL,18,18,NULL
22816,NULL,11,11,NULL
1568,NULL,14,14,1444
6523,NULL,14,14,1420
11478,NULL,14,14,1429
13470,NULL,6,6,NULL
18425,NULL,15,15,NULL
22175,1901,19,19,NULL
2132,NULL,14,14,1469
5049,NULL,14,14,1415
5126,NULL,14,14,1415
7041,NULL,14,14,1426
12952,1915,19,19,NULL
14867,NULL,12,12,NULL
15869,1953,19,19,NULL
17861,1909,19,19,NULL
3483,NULL,14,14,1430
4485,NULL,14,14,1421
12311,NULL,14,14,1434
13516,NULL,6,6,NULL
14303,NULL,1,1,NULL
3088,NULL,14,14,1442
4170,NULL,14,14,1441
5003,NULL,14,14,1415
12998,NULL,15,15,NULL
13831,NULL,6,6,NULL
14913,NULL,12,12,NULL
14990,NULL,12,12,NULL
15823,1953,19,19,NULL
16905,1952,19,19,NULL
2447,NULL,14,14,1402
3529,NULL,14,14,1430
3652,NULL,14,14,1418
4439,NULL,14,14,1465
5521,NULL,14,14,1406
14349,NULL,1,1,NULL
14472,NULL,12,12,NULL
15554,1953,19,19,NULL
1050,NULL,14,14,1457
3967,NULL,14,14,1427
8876,1919,19,19,NULL
9125,1921,19,19,NULL
13785,NULL,6,6,NULL
14034,NULL,6,6,NULL
16702,1920,19,19,NULL
16951,NULL,18,18,NULL
21860,1908,19,19,NULL
612,NULL,14,14,1458
8438,NULL,2,2,NULL
13393,NULL,6,6,NULL
17389,NULL,18,18,NULL
22252,1901,19,19,NULL
7997,NULL,2,2,NULL
9079,1921,19,19,NULL
658,NULL,14,14,1459
7605,NULL,11,11,NULL
10396,NULL,5,5,NULL
17343,NULL,18,18,NULL
22298,1901,19,19,NULL
8043,NULL,2,2,NULL
9958,NULL,5,5,NULL
17784,NULL,12,12,NULL
18863,NULL,7,7,NULL
20778,1951,19,19,NULL
21027,1951,19,19,NULL
7356,NULL,3,3,NULL
10350,NULL,5,5,NULL
12514,NULL,13,13,NULL
18176,1909,19,19,NULL
18471,NULL,15,15,NULL
20340,1914,19,19,NULL
8830,1919,19,19,NULL
9912,1919,19,19,NULL
10994,NULL,16,16,NULL
9517,NULL,9,9,NULL
10599,NULL,5,5,NULL
11681,NULL,14,14,1464
18222,NULL,15,15,NULL
19304,NULL,7,7,NULL
20386,1951,19,19,NULL
297,NULL,14,14,1442
3214,NULL,14,14,1430
6961,NULL,14,14,1426
11870,NULL,14,14,1431
15949,1955,19,19,NULL
22613,NULL,14,14,1430
11229,1907,19,19,NULL
14598,NULL,12,12,NULL
19553,NULL,7,7,NULL
21545,1904,19,19,NULL
4923,NULL,14,14,1415
8169,NULL,2,2,NULL
16825,NULL,18,18,NULL
12560,NULL,13,13,NULL
21216,1922,19,19,NULL
1883,NULL,14,14,1468
4047,NULL,14,14,1410
12703,1915,19,19,NULL
15116,NULL,12,12,NULL
21780,1904,19,19,NULL
532,NULL,14,14,1459
2524,NULL,14,14,1404
2696,NULL,14,14,1404
4688,NULL,14,14,1441
11352,NULL,13,13,NULL
14475,NULL,12,12,NULL
2006,NULL,14,14,1469
2839,NULL,14,14,1404
3921,NULL,14,14,1427
5252,NULL,14,14,1406
6085,NULL,14,14,1435
13908,NULL,6,6,NULL
14741,NULL,12,12,NULL
16072,1912,19,19,NULL
17154,1952,19,19,NULL
17987,NULL,1,1,NULL
1365,NULL,14,14,1444
3357,NULL,14,14,1430
4611,NULL,14,14,1429
6603,NULL,14,14,1420
13267,NULL,17,17,NULL
15431,1953,19,19,NULL
16513,1920,19,19,NULL
2212,NULL,14,14,1408
20698,1902,19,19,NULL
3778,NULL,14,14,1427
6397,NULL,14,14,1447
10725,NULL,5,5,NULL
12434,NULL,13,13,NULL
19381,NULL,7,7,NULL
6005,NULL,14,14,1406
7087,NULL,14,14,1433
15743,1954,19,19,NULL
18989,NULL,7,7,NULL
20071,NULL,7,7,NULL
1130,NULL,14,14,1438
1379,NULL,14,14,1444
7479,NULL,3,3,NULL
9643,NULL,9,9,NULL
18299,NULL,15,15,NULL
20463,1914,19,19,NULL
22627,NULL,14,14,1430
5756,NULL,14,14,1412
6838,NULL,14,14,1425
7920,NULL,2,2,NULL
9002,1921,19,19,NULL
10084,NULL,5,5,NULL
16576,1920,19,19,NULL
17658,NULL,12,12,NULL
18740,1909,19,19,NULL
19822,NULL,7,7,NULL
20904,1904,19,19,NULL
21986,1908,19,19,NULL
738,NULL,14,14,1456
7230,NULL,14,14,1425
8312,NULL,2,2,NULL
9394,NULL,10,10,NULL
10476,NULL,5,5,NULL
11558,NULL,13,13,NULL
19132,NULL,7,7,NULL
20214,1914,19,19,NULL
21296,1922,19,19,NULL
22378,1901,19,19,NULL
3795,NULL,14,14,1427
6712,NULL,14,14,1420
16198,1953,19,19,NULL
19115,1909,19,19,NULL
2776,NULL,14,14,1404
7731,NULL,11,11,NULL
17217,NULL,18,18,NULL
18096,NULL,1,1,NULL
20088,1914,19,19,NULL
3841,NULL,14,14,1427
5833,NULL,14,14,1412
8750,1921,19,19,NULL
9251,NULL,10,10,NULL
11243,1907,19,19,NULL
14160,NULL,1,1,NULL
21153,1922,19,19,NULL
2822,NULL,14,14,1404
4814,NULL,14,14,1415
8232,NULL,2,2,NULL
9769,NULL,9,9,NULL
10224,NULL,5,5,NULL
15179,NULL,12,12,NULL
20134,1914,19,19,NULL
4296,NULL,14,14,1410
9205,1921,19,19,NULL
10788,NULL,16,16,NULL
13705,NULL,6,6,NULL
15697,1953,19,19,NULL
21531,1904,19,19,NULL
21608,1904,19,19,NULL
7213,NULL,14,14,1425
360,NULL,14,14,1428
2321,NULL,14,14,1408
4313,NULL,14,14,1441
6852,NULL,14,14,1433
13141,NULL,17,17,NULL
19633,NULL,7,7,NULL
1757,NULL,14,14,1444
7167,NULL,14,14,1425
8249,NULL,2,2,NULL
13659,NULL,6,6,NULL
17077,NULL,12,12,NULL
19069,1909,19,19,NULL
22487,1919,19,19,NULL
283,NULL,14,14,1442
5693,NULL,14,14,1406
11103,1907,19,19,NULL
12185,NULL,14,14,1405
17595,NULL,18,18,NULL
220,NULL,14,14,1442
5378,NULL,14,14,1406
8295,NULL,2,2,NULL
9706,NULL,9,9,NULL
12623,NULL,6,6,NULL
13204,NULL,17,17,NULL
17532,NULL,18,18,NULL
22690,NULL,14,14,1421
1442,NULL,14,14,1444
3231,NULL,14,14,1430
5770,NULL,14,14,1412
9268,NULL,10,10,NULL
13596,NULL,6,6,NULL
423,NULL,14,14,1428
4751,NULL,14,14,1441
1740,NULL,14,14,1444
3277,NULL,14,14,1430
4359,NULL,14,14,1410
8687,NULL,2,2,NULL
9314,NULL,10,10,NULL
13642,NULL,6,6,NULL
14724,NULL,12,12,NULL
16261,1912,19,19,NULL
19052,NULL,7,7,NULL
20589,1914,19,19,NULL
21671,1904,19,19,NULL
1302,NULL,14,14,1468
5630,NULL,14,14,1450
7794,NULL,11,11,NULL
12122,NULL,13,13,NULL
18614,NULL,15,15,NULL
22942,NULL,1,1,NULL
1694,1918,19,19,NULL
